me,mypoint,mypower,mypaper,enpoint,enpower,paper,c1,c2,c3,c4,c5,l1,l2,l3,l4,l5
홀샤바펌퓨,1668,673390,11,1421,714389,4,,샤,바,블,정,,5,2,5,5
